Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,GA Sessions,GA % New Sessions,GA Users,GA New Users,GA Bounce Rate,GA Page Views Per Session,GA Avg Session Duration,GA Goal Conversion Rate All,GA Goal Completions All,GA Goal Value All,GA Page Value,Clicks,Impressions,CTR,Position,Majestic External Backlinks - URL (Exact URL),Majestic Referring Domains - URL (Exact URL),Majestic Trust Flow - URL (Exact URL),Majestic Citation Flow - URL (Exact URL),Ahrefs Backlinks - Exact,Ahrefs RefDomains - Exact,Ahrefs URL Rating - Exact,Ahrefs NoFollow - Exact,Ahrefs DoFollow - Exact,Ahrefs Redirect - Exact,URL Encoded Address,Crawl Timestamp
https://www.domain.com/products/category-7/4,text/html; charset=UTF-8,200,OK,Indexable,,,61,549,,156,963,,69,,49,,0,,6,,10,,,,,,,,,,188154,450,3.099,3,6,16,8,0,5.88,42,31,0,20,15,0,,,,,,0.288,,,,,1.1,17,88.24,17,15,41.18,2.76,00:02:07,200,34,4,0.47,18,1416,0.013,50.34,1,1,9,20,4,3,13,2,0,0,,2021-11-12 12:33:30
https://www.domain.com/products/category-8/,text/html; charset=UTF-8,200,OK,Indexable,,,18,185,,13,99,,0,,6,,0,,6,,10,,,,,,,,,,136402,52,2.359,5,1,5,1,0,0.74,35,28,0,15,10,0,,,,,,0.397,,,,,1.1,1,100,1,1,0,2,00:00:12,0,0,0,0,0,1,0,206,1,1,0,0,4,1,9,4,0,0,,2021-11-12 12:34:19
https://www.domain.com/products/category-8/1,text/html; charset=UTF-8,200,OK,Indexable,,,46,459,,155,979,,0,,34,,0,,6,,10,,,,,,,,,,176041,383,3.114,3,7,27,12,0,8.82,39,28,0,20,15,0,,,,,,0.264,,,,,1.1,87,86.21,83,75,36.78,1.49,00:00:40,165.52,144,28,0.79,72,2979,0.024,13.3,5,4,8,17,14,13,18,13,0,0,,2021-11-12 12:33:42
https://www.domain.com/products/category-9/,text/html; charset=UTF-8,200,OK,Indexable,,,21,201,,149,903,,60,,9,,0,,6,,10,,,,,,,,,,150086,104,2.38,5,1,5,1,0,0.74,36,29,0,15,10,0,,,,,,0.431,,,,,1.1,13,92.31,13,12,69.23,1.46,00:01:52,53.85,7,0,0,17,3972,0.004,46.78,4,2,0,0,9,6,14,9,0,0,,2021-11-12 12:34:20
https://www.domain.com/products/category-9/1,text/html; charset=UTF-8,200,OK,Indexable,,,70,657,,158,974,,122,,58,,0,,6,,10,,,,,,,,,,179391,350,2.886,3,6,24,10,0,7.35,40,29,0,20,15,0,,,,,,0.369,,,,,1.1,97,81.44,88,79,45.36,1.84,00:00:46,164.95,160,14,0.37,100,4874,0.021,15.72,14,6,8,17,7,7,15,5,1,0,,2021-11-12 12:33:22
https://www.domain.com/products/category-9/2,text/html; charset=UTF-8,200,OK,Indexable,,,54,508,,131,817,,0,,42,,0,,6,,10,,,,,,,,,,175561,341,2.914,3,6,21,9,0,6.62,40,29,0,20,15,0,,,,,,0.472,,,,,1.1,31,83.87,30,26,54.84,1.74,00:01:17,154.84,48,4,0.36,22,1005,0.022,8.67,3,3,8,17,8,7,15,7,0,0,,2021-11-12 12:33:39
https://www.domain.com/search/,,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,3,1,1,1,0,0.74,0,0,0,0,0,0,,,,,,,,,,,None,217,22.58,202,49,26.27,2.88,00:02:03,170.05,369,62,0.51,,,,,1,1,0,0,0,0,9,0,0,0,,2021-11-12 12:33:23
https://www.domain.com/sign-up/,text/html; charset=UTF-8,200,OK,Indexable,,,41,391,,133,867,,18,,13,,0,,6,,10,,,,,,,,,,131896,71,2.459,2,96,142,136,0,100,31,25,0,17,11,0,,,,,,0.334,,,,,1.1,179,37.99,178,68,38.55,3.19,00:02:50,183.24,328,111,0.8,52,1920,0.027,5.09,44,19,15,33,72,35,25,67,4,0,,2021-11-12 12:33:18
https://www.domain.com/sign-up/thank-you-page/,text/html; charset=UTF-8,200,OK,Indexable,,,31,299,,0,0,,0,,19,,0,,6,,10,,,,,,,,,,126381,36,2.376,3,1,6,2,0,1.47,31,26,0,15,10,0,,,,,,0.438,,,,,1.1,,,,,,,,,,,,0,20,0,80.35,1,1,0,0,0,0,9,0,0,0,,2021-11-12 12:33:40
https://www.domain.com/sitemap/,text/html; charset=UTF-8,200,OK,Indexable,,,20,194,,0,0,,0,,8,,0,,6,,10,,,,,,,,,,162617,1045,5.306,2,100,141,136,0,100,151,134,0,15,10,0,,,,,,0.517,,,,,1.1,2,100,2,2,0,2.5,00:01:07,200,4,1,0.75,0,61,0,16.38,0,0,14,29,1,1,9,0,0,0,,2021-11-12 12:33:17
https://www.domain.com/types/,text/html; charset=UTF-8,200,OK,Indexable,,,22,213,,55,336,,0,,10,,0,,6,,10,,,,,,,,,,145827,112,2.476,2,96,142,136,0,100,40,26,0,15,10,0,,,,,,0.36,,,,,1.1,54,53.7,51,29,14.81,4.06,00:01:41,183.33,99,6,0.17,31,3397,0.009,58.88,1,1,15,33,10,2,12,8,0,0,,2021-11-12 12:33:18
https://www.domain.com/types/1,text/html; charset=UTF-8,200,OK,Indexable,,,23,220,,11,72,,0,,55,,0,,6,,10,,,,,,,,,,152508,217,2.803,2,97,142,136,0,100,39,32,0,15,10,0,,,,,,0.554,,,,,1.1,15,26.67,13,4,86.67,1.27,00:00:10,13.33,2,0,0,7,15135,0,14.89,8,5,15,33,3,3,12,2,0,0,,2021-11-12 12:33:13
https://www.domain.com/types/2,text/html; charset=UTF-8,200,OK,Indexable,,,24,227,,91,563,,30,,42,,0,,6,,10,,,,,,,,,,170060,206,2.477,2,97,142,136,0,100,38,31,0,15,10,0,,,,,,0.456,,,,,1.1,83,71.08,79,59,55.42,2.52,00:01:13,98.8,82,7,0.21,78,16929,0.005,11.12,3,2,15,33,4,2,9,0,3,0,,2021-11-12 12:33:19
https://www.domain.com/types/3,text/html; charset=UTF-8,200,OK,Indexable,,,22,205,,10,61,,0,,10,,0,,6,,10,,,,,,,,,,170527,261,2.674,2,98,142,136,0,100,44,37,0,15,10,0,,,,,,0.478,,,,,1.1,201,73.13,194,147,44.28,2.88,00:01:51,133.83,269,27,0.32,202,49455,0.004,25.14,12,7,15,33,19,12,17,13,5,0,,2021-11-12 12:33:19
https://www.domain.com/types/4,text/html; charset=UTF-8,200,OK,Indexable,,,24,244,,56,353,,12,,12,,0,,6,,10,,,,,,,,,,167037,176,2.433,2,97,142,136,0,100,37,30,0,15,10,0,,,,,,0.542,,,,,1.1,61,40.98,60,25,47.54,3.08,00:01:49,113.11,69,2,0.06,21,20366,0.001,24.07,6,3,15,33,8,5,14,5,1,0,,2021-11-12 12:33:12
https://www.domain.com/types/5,text/html; charset=UTF-8,200,OK,Indexable,,,29,267,,60,355,,6,,17,,0,,6,,10,,,,,,,,,,169653,179,2.393,2,97,142,136,0,100,38,31,0,15,10,0,,,,,,0.483,,,,,1.1,115,49.57,104,57,55.65,2.23,00:01:35,94.78,109,13,0.29,63,31185,0.002,42.41,4,2,14,29,4,2,9,2,0,0,,2021-11-12 12:33:19
https://www.domain.com/types/6,text/html; charset=UTF-8,200,OK,Indexable,,,28,261,,16,100,,18,,16,,0,,6,,10,,,,,,,,,,154358,207,2.701,2,97,142,136,0,100,40,33,0,15,10,0,,,,,,0.345,,,,,1.1,217,66.36,208,144,47.47,2.94,00:01:31,126.73,275,23,0.27,183,45085,0.004,42.24,5,3,14,29,9,4,13,8,0,0,,2021-11-12 12:33:17
https://www.domain.com/types/7,text/html; charset=UTF-8,200,OK,Indexable,,,21,193,,9,53,,0,,9,,0,,6,,10,,,,,,,,,,156853,223,2.731,2,97,142,136,0,100,41,34,0,15,10,0,,,,,,0.287,,,,,1.1,136,56.62,108,77,63.24,2.18,00:01:19,91.18,124,13,0.28,83,44654,0.002,43.53,3,3,15,33,4,2,9,2,0,0,,2021-11-12 12:33:19
